id,text_pantun,baris_sampiran,baris_isi,skema_rima,suku_kata_baris_1,suku_kata_baris_2,suku_kata_baris_3,suku_kata_baris_4,jumlah_kata_baris_1,jumlah_kata_baris_2,jumlah_kata_baris_3,jumlah_kata_baris_4
393,anak rantau pulang ke desa\nsetelah lebaran balik lagi\ngunanya ilmu tiada terkira\nbekal manusia di atas bumi,anak rantau pulang ke desa\nsetelah lebaran balik lagi,gunanya ilmu tiada terkira\nbekal manusia di atas bumi,a-b-a-b,9,10,11,11,5,4,4,5
394,Anak rusa berlari cepat\nMelintas hutan penuh duri\nJangan takut gagal sesaat\nItu tanda sedang diuji,Anak rusa berlari cepat\nMelintas hutan penuh duri,Jangan takut gagal sesaat\nItu tanda sedang diuji,a-b-a-b,9,9,9,9,4,4,4,4
395,Anak rusa berlari cepat\nMenyelinap masuk ke rimba\nJika gagal jangan penat\nBangkit semula dari mula,Anak rusa berlari cepat\nMenyelinap masuk ke rimba,Jika gagal jangan penat\nBangkit semula dari mula,a-b-a-b,9,9,8,9,4,4,4,4
396,Anak rusa berlari cepat\nMenyusur jalan di tengah rimba\nJika ingin hasil yang tepat\nBelajar tekun sejak mula,Anak rusa berlari cepat\nMenyusur jalan di tengah rimba,Jika ingin hasil yang tepat\nBelajar tekun sejak mula,a-b-a-b,9,10,9,9,4,5,5,4
397,Anak rusa berlari kencang\nMelintas sawah di pagi hari\nOrang tekun tak akan hilang\nNamanya harum karena prestasi,Anak rusa berlari kencang\nMelintas sawah di pagi hari,Orang tekun tak akan hilang\nNamanya harum karena prestasi,a-b-a-b,9,10,9,11,4,5,5,4
398,Anak rusa berlari ringan\nMasuk rimba mencari makan\nJika gagal jangan hentikan\nTerus berusaha capai impian,Anak rusa berlari ringan\nMasuk rimba mencari makan,Jika gagal jangan hentikan\nTerus berusaha capai impian,a-a-a-a,9,9,9,11,4,4,4,4
399,Anak rusa bermain riang\nDi padang luas mencari makan\nJika hidup ingin gemilang\nRajin usaha jangan ditahan,Anak rusa bermain riang\nDi padang luas mencari makan,Jika hidup ingin gemilang\nRajin usaha jangan ditahan,a-b-a-b,9,10,9,10,4,5,4,4
400,anak rusa masuk ke taman\npuas sudah orang memburu\nkalau muda jadikan teman\nkalau tua jadikan guru,anak rusa masuk ke taman\npuas sudah orang memburu,kalau muda jadikan teman\nkalau tua jadikan guru,a-b-a-b,9,9,9,9,5,4,4,4
401,Anak rusa masuk ke taman\nTaman indah tempat bermain\nJika hidup hendak aman\nJangan suka berbuat main,Anak rusa masuk ke taman\nTaman indah tempat bermain,Jika hidup hendak aman\nJangan suka berbuat main,a-b-a-b,9,9,8,9,5,4,4,4
402,Anak rusa melompat ringan\nMasuk rimba mencari makan\nJika gagal jangan putus harapan\nCuba lagi dengan kesungguhan,Anak rusa melompat ringan\nMasuk rimba mencari makan,Jika gagal jangan putus harapan\nCuba lagi dengan kesungguhan,a-a-a-a,9,9,11,10,4,4,5,4
403,Anak rusa minum di kali\nAirnya jernih sejuk terasa\nJika hidup ingin diberkati\nHormati orang tua sentiasa,Anak rusa minum di kali\nAirnya jernih sejuk terasa,Jika hidup ingin diberkati\nHormati orang tua sentiasa,a-b-a-b,9,9,10,11,5,4,4,4
404,Anak rusa minum di paya\nAirnya jernih sejuk terasa\nJika hidup penuh bahaya\nDoa jadi pelindung jiwa,Anak rusa minum di paya\nAirnya jernih sejuk terasa,Jika hidup penuh bahaya\nDoa jadi pelindung jiwa,a-a-a-a,9,9,9,9,5,4,4,4
405,Anak rusa minum di telaga\nAirnya sejuk jernih terasa\nJika hidup ingin berjaga\nJangan lalai sepanjang masa,Anak rusa minum di telaga\nAirnya sejuk jernih terasa,Jika hidup ingin berjaga\nJangan lalai sepanjang masa,a-a-a-a,10,9,9,9,5,4,4,4
406,anak rusa pergi ke hutan\nhari petang cahaya kelam\niman itu tidak kelihatan\napa tanda iman sudah mendalam,anak rusa pergi ke hutan\nhari petang cahaya kelam,iman itu tidak kelihatan\napa tanda iman sudah mendalam,a-b-a-b,9,9,10,11,5,4,4,5
407,anak sekolah belajar giat\nsudah besar punya pangkat\nmenuntut ilmu sepanjang hayat\ndengan ilmu beroleh berkat,anak sekolah belajar giat\nsudah besar punya pangkat,menuntut ilmu sepanjang hayat\ndengan ilmu beroleh berkat,a-a-a-a,10,8,10,9,4,4,4,4
408,Anak selar berenang cepat\nDi laut biru berkilau terang\nJika usaha dibuat tepat\nCita tinggi bukan sekadar bayang,Anak selar berenang cepat\nDi laut biru berkilau terang,Jika usaha dibuat tepat\nCita tinggi bukan sekadar bayang,a-b-a-b,9,10,10,11,4,5,4,5
409,Anak seluang berenang cepat\nDi celah batu airnya jernih\nJika usaha dibuat tepat\nHasilnya datang tanpa letih,Anak seluang berenang cepat\nDi celah batu airnya jernih,Jika usaha dibuat tepat\nHasilnya datang tanpa letih,a-b-a-b,10,9,10,9,4,5,4,4
410,Anak seluang berenang laju\nAirnya jernih di celah batu\nJika niat sungguh dan padu\nSegala kerja selesai tentu,Anak seluang berenang laju\nAirnya jernih di celah batu,Jika niat sungguh dan padu\nSegala kerja selesai tentu,a-a-a-a,10,9,9,10,4,5,5,4
411,Anak sepat berenang tenang\nDi air jernih dekat muara\nJika tekad sudah matang\nSegala usaha membawa cahaya,Anak sepat berenang tenang\nDi air jernih dekat muara,Jika tekad sudah matang\nSegala usaha membawa cahaya,a-b-a-b,9,10,8,12,4,5,4,4
412,anak smp pakai baju pramuka\nsampai di sekolah main pianika\nsetiap hari berkumpul bersama\nkesan manis selalu tercipta,anak smp pakai baju pramuka\nsampai di sekolah main pianika,setiap hari berkumpul bersama\nkesan manis selalu tercipta,a-a-a-a,10,12,11,10,5,5,4,4
413,Anak tani mengutip lokan\nLokan dikutip untuk dimakan\nSayang anak tangan tangankan\nSayang isteri tinggal tinggalkan,Anak tani mengutip lokan\nLokan dikutip untuk dimakan,Sayang anak tangan tangankan\nSayang isteri tinggal tinggalkan,a-a-a-a,9,10,9,10,4,4,4,4
414,Anak tekukur bersuara halus\nHinggap di dahan waktu senja\nJika hidup ingin lurus\nJangan pilih jalan yang sia-sia,Anak tekukur bersuara halus\nHinggap di dahan waktu senja,Jika hidup ingin lurus\nJangan pilih jalan yang sia-sia,a-b-a-b,11,9,8,11,4,5,4,5
415,Anak tekukur hinggap rendah\nMencari makan di tepi huma\nJika hidup jangan resah\nUsaha ada hasilnya sama,Anak tekukur hinggap rendah\nMencari makan di tepi huma,Jika hidup jangan resah\nUsaha ada hasilnya sama,a-b-a-b,9,10,8,10,4,5,4,4
416,Anak tekukur terbang rendah\nHinggap sebentar di pucuk ara\nJika janji jangan berubah\nPegang teguh sepanjang masa,Anak tekukur terbang rendah\nHinggap sebentar di pucuk ara,Jika janji jangan berubah\nPegang teguh sepanjang masa,a-b-a-b,9,10,9,9,4,5,4,4
417,Anak tekukur terbang rendah\nHinggap sekejap di pucuk jati\nJika hidup jauh dari amarah\nBanyak teman dekat di hati,Anak tekukur terbang rendah\nHinggap sekejap di pucuk jati,Jika hidup jauh dari amarah\nBanyak teman dekat di hati,a-b-a-b,9,10,11,9,4,5,5,5
418,Anak tenggiri berenang laju\nDi laut biru berkilau cahaya\nJika tekad sudah berpadu\nSegala susah jadi bahagia,Anak tenggiri berenang laju\nDi laut biru berkilau cahaya,Jika tekad sudah berpadu\nSegala susah jadi bahagia,a-b-a-b,10,11,9,11,4,5,4,4
419,Anak tenggiri berenang laju\nDi laut biru berombak tenang\nJika tekad sudah bersatu\nSegala susah jadi hilang,Anak tenggiri berenang laju\nDi laut biru berombak tenang,Jika tekad sudah bersatu\nSegala susah jadi hilang,a-b-a-b,10,10,9,9,4,5,4,4
420,anak teruna tiba di darat\ndari makassar langsung ke deli\nhidup di dunia biar beradat\nbahasa tidak dijual beli,anak teruna tiba di darat\ndari makassar langsung ke deli,hidup di dunia biar beradat\nbahasa tidak dijual beli,a-b-a-b,10,10,11,10,5,5,5,4
421,anak tetanggan bernama raju\nbila pergi selalu hilang\nbunda datang membawa baju\nhati senang bukan kepalang,anak tetanggan bernama raju\nbila pergi selalu hilang,bunda datang membawa baju\nhati senang bukan kepalang,a-b-a-b,10,9,9,9,4,4,4,4
422,anak tikus memakan racun\npingsan terkapar di atas lantai\nselamat hari ulang tahun\nuntukmu ayah yang kami cintai,anak tikus memakan racun\npingsan terkapar di atas lantai,selamat hari ulang tahun\nuntukmu ayah yang kami cintai,a-b-a-b,9,10,9,10,4,5,4,5
423,anak tikus tidak berbulu\nsembunyi di balik pagar kayu\ntidakkah engkau lihat mataku\nseribu cinta sedang menunggu,anak tikus tidak berbulu\nsembunyi di balik pagar kayu,tidakkah engkau lihat mataku\nseribu cinta sedang menunggu,a-a-a-a,9,10,10,10,4,5,4,4
424,Anak udang di balik batu\nJangan ditangkap dengan jala\nDirikanlah sembahyang lima waktu\nItu dia rukun kedua,Anak udang di balik batu\nJangan ditangkap dengan jala,Dirikanlah sembahyang lima waktu\nItu dia rukun kedua,a-b-a-b,9,9,11,9,5,4,4,4
425,anak unta siapa yg punya\nmenangis iba kehilangan ibu\nbila cinta sudah menyapa\nrindu mulai membara dikalbu,anak unta siapa yg punya\nmenangis iba kehilangan ibu,bila cinta sudah menyapa\nrindu mulai membara dikalbu,a-b-a-b,10,11,9,10,5,4,4,4
426,andai hari ini mendapat rugi\nsemoga dapat untung esok lusa\nandai hari ini belajar terhenti\nyang rugi adalah anak bangsa,andai hari ini mendapat rugi\nsemoga dapat untung esok lusa,andai hari ini belajar terhenti\nyang rugi adalah anak bangsa,a-b-a-b,11,11,12,10,5,5,5,5
427,aneka rupa warna balon\npohon kelapa batangnya lurus\nsiapa yang menanam pohon\ndapat pahala terus menerus,aneka rupa warna balon\npohon kelapa batangnya lurus,siapa yang menanam pohon\ndapat pahala terus menerus,a-b-a-b,9,10,9,10,4,4,4,4
428,anggaran tak seperti dulu\nnetizen kenapa pada tertawa\nmantan jangan dipikirin mulu\ntakutnya ntar kamu kian kecewa,anggaran tak seperti dulu\nnetizen kenapa pada tertawa,mantan jangan dipikirin mulu\ntakutnya ntar kamu kian kecewa,a-b-a-b,9,11,10,11,4,4,4,5
429,Angin berembus lewat perlahan\nMenerjang rumput dimakan keledai\nMalu bertanya maka sesat di jalan\nBertanya jadi kunci orang pandai,Angin berembus lewat perlahan\nMenerjang rumput dimakan keledai,Malu bertanya maka sesat di jalan\nBertanya jadi kunci orang pandai,a-b-a-b,10,11,12,11,4,4,6,5
430,angin berhembus daun berdesau\nbunga mekar berwarna merah\nlisan lebih tajam dari pisau\nmelukai hati tanpa berdarah,angin berhembus daun berdesau\nbunga mekar berwarna merah,lisan lebih tajam dari pisau\nmelukai hati tanpa berdarah,a-b-a-b,10,9,10,10,4,4,5,4
431,angin bertiup dari barat\nbertiup sebentar hanya lewat\nrindu ini begitu berat\nhendak dilepas jua tak kuat,angin bertiup dari barat\nbertiup sebentar hanya lewat,rindu ini begitu berat\nhendak dilepas jua tak kuat,a-a-a-a,9,10,9,10,4,4,4,5
432,angin bertiup dari timur\nmembawa sejuk peneduh jiwa\njanganlah bergantung pada umur\najal tak peduli muda dan tua,angin bertiup dari timur\nmembawa sejuk peneduh jiwa,janganlah bergantung pada umur\najal tak peduli muda dan tua,a-b-a-b,9,10,10,11,4,4,4,6
433,angin bertiup daun melayang\nkepak sayap burung kutilang\nsholat bagai sebuah tiang\nagar rumah tetap menjulang,angin bertiup daun melayang\nkepak sayap burung kutilang,sholat bagai sebuah tiang\nagar rumah tetap menjulang,a-a-a-a,10,9,9,9,4,4,4,4
434,angin bertiup di malam kelabu\npakai selimut bergambar hati\ntahun lama boleh berlalu\npersahabatan kita akan abadi,angin bertiup di malam kelabu\npakai selimut bergambar hati,tahun lama boleh berlalu\npersahabatan kita akan abadi,a-b-a-b,11,10,9,12,5,4,4,4
435,angin bertiup hingga menderu\ndari jawa ke pulau sabang\nsiapa yang tekun meraih ilmu\nhatinya bahagia dadanya lapang,angin bertiup hingga menderu\ndari jawa ke pulau sabang,siapa yang tekun meraih ilmu\nhatinya bahagia dadanya lapang,a-b-a-b,10,9,11,12,4,5,5,4
436,Angin bertiup menyapu bayu\nGugurlah bunga di tepi laman\nZaman ini serba maju\nRemaja wawasan apa tujuan,Angin bertiup menyapu bayu\nGugurlah bunga di tepi laman,Zaman ini serba maju\nRemaja wawasan apa tujuan,a-b-a-b,10,10,8,11,4,5,4,4
437,angin bertiup suara menderu\nterbang burung jumlah beribu\nalam terkembang menjadi guru\npetiklah hikmah banyakan ilmu,angin bertiup suara menderu\nterbang burung jumlah beribu,alam terkembang menjadi guru\npetiklah hikmah banyakan ilmu,a-a-a-a,11,9,10,10,4,4,4,4
438,angin datang dengan semilir\ntepi sungai tumbuh kecipir\nwaktu ibarat sungai mengalir\ndari hulu menuju hilir,angin datang dengan semilir\ntepi sungai tumbuh kecipir,waktu ibarat sungai mengalir\ndari hulu menuju hilir,a-a-a-a,9,9,10,9,4,4,4,4
439,angin laut membawa garam\ndebur ombak berirama tenang\nalam menguatkan jiwa yang karam\ndalam pelukan luas dan Panjang,angin laut membawa garam\ndebur ombak berirama tenang,alam menguatkan jiwa yang karam\ndalam pelukan luas dan Panjang,a-b-a-b,9,10,11,10,4,4,5,5
440,angin lemah berhembu lirih\nbunga liar mekar sederhana\nalam tak pernah ingin berlebih\nnamun selalu memikat jiwa,angin lemah berhembu lirih\nbunga liar mekar sederhana,alam tak pernah ingin berlebih\nnamun selalu memikat jiwa,a-b-a-b,9,10,10,10,4,4,5,4
441,angin lembah berhembus lirih\nbunga liar tumbuh sederhana\ncintamu indah tanoa perlu lebih\ncukup tulus menjaga rasa,angin lembah berhembus lirih\nbunga liar tumbuh sederhana,cintamu indah tanoa perlu lebih\ncukup tulus menjaga rasa,a-b-a-b,9,10,12,9,4,4,5,4
442,angin lembut menyentuh rerumput\ndaun menari mengikuti irama\nkeindahan alam tak pernah luput\nmenyapa jiwa dengan rasa dama,angin lembut menyentuh rerumput\ndaun menari mengikuti irama,keindahan alam tak pernah luput\nmenyapa jiwa dengan rasa dama,a-b-a-b,10,12,11,11,4,4,5,5
443,Angin malam berhembus pelan\nMenyentuh daun di halaman\nOrang sabar dalam tekanan\nAkan kuat menghadapi zaman,Angin malam berhembus pelan\nMenyentuh daun di halaman,Orang sabar dalam tekanan\nAkan kuat menghadapi zaman,a-a-a-a,9,9,9,10,4,4,4,4
444,Angin malam menyentuh jendela\nDaun bergetar di pohon sena\nKasih bersemi tanpa suara\nNamun terasa hingga ke jiwa,Angin malam menyentuh jendela\nDaun bergetar di pohon sena,Kasih bersemi tanpa suara\nNamun terasa hingga ke jiwa,a-a-a-a,10,10,10,10,4,5,4,5
445,angin mendesak pokok bergoyang\nribuan topan hujan berderai\nbulan madu mengusap sayang\nbulan depan diajak bercerai,angin mendesak pokok bergoyang\nribuan topan hujan berderai,bulan madu mengusap sayang\nbulan depan diajak bercerai,a-b-a-b,10,10,9,10,4,4,4,4
446,angin pagi enyentu wajah\nlangit cerah membuka hari\ncintamu dating tanpa resah\nmenjadi awal yang berarti,angin pagi enyentu wajah\nlangit cerah membuka hari,cintamu dating tanpa resah\nmenjadi awal yang berarti,a-b-a-b,9,9,9,9,4,4,4,4
447,Angin pagi menyentuh daun\nEmbun jatuh di atas batu\nIlmu tinggi bukan sekadar daun\nNamun amal jadi penentu,Angin pagi menyentuh daun\nEmbun jatuh di atas batu,Ilmu tinggi bukan sekadar daun\nNamun amal jadi penentu,a-b-a-b,9,9,11,9,4,5,5,4
448,angin pagi menyibak awan\ndan menari tanpa suara\nnamamu tumbuh didalam pikiran\nsetenang alam menjaga rasa,angin pagi menyibak awan\ndan menari tanpa suara,namamu tumbuh didalam pikiran\nsetenang alam menjaga rasa,a-b-a-b,9,9,11,10,4,4,4,4
449,Angin petang bertiup pelan\nDaun kering jatuh ke bumi\nJangan takut pada ujian\nItu proses menuju tinggi,Angin petang bertiup pelan\nDaun kering jatuh ke bumi,Jangan takut pada ujian\nItu proses menuju tinggi,a-b-a-b,9,9,9,9,4,5,4,4
450,angin sejuk menggigit tulang\nbaju tebal dapat dicari\ncerai dirujuk kasih berulang\ncinta sejati cuma sekali,angin sejuk menggigit tulang\nbaju tebal dapat dicari,cerai dirujuk kasih berulang\ncinta sejati cuma sekali,a-b-a-b,9,9,10,10,4,4,4,4
451,Angin selatan bertiup perlahan\nMenyentuh dedaun di tepi titi\nJika iman jadi pertahanan\nGodaan dunia tiada bererti,Angin selatan bertiup perlahan\nMenyentuh dedaun di tepi titi,Jika iman jadi pertahanan\nGodaan dunia tiada bererti,a-b-a-b,11,11,10,12,4,5,4,4
452,angin sore menyentuh wajah\nsenja jatuh diujung hari\ncintamu tenang tanpa resah\nmengisi ruang dalam diri,angin sore menyentuh wajah\nsenja jatuh diujung hari,cintamu tenang tanpa resah\nmengisi ruang dalam diri,a-b-a-b,9,9,9,9,4,4,4,4
453,angin teluk menyisir pantai\nhanyut rumpai di bawah titi\nbiarlah buruk kain dipakai\nasal pandai mengambil hati,angin teluk menyisir pantai\nhanyut rumpai di bawah titi,biarlah buruk kain dipakai\nasal pandai mengambil hati,a-b-a-b,9,9,10,9,4,5,4,4
454,Angin timur bertiup damai\nMenyentuh dedaun di tepi titi\nJika ikhlas menjadi pakai\nBerkat turun tanpa disedari,Angin timur bertiup damai\nMenyentuh dedaun di tepi titi,Jika ikhlas menjadi pakai\nBerkat turun tanpa disedari,a-b-a-b,9,11,9,10,4,5,4,4
455,Angin timur membawa damai\nMenyentuh dedaun di tepi titi\nJika ilmu dijadikan pakai\nTerselamat insan dari cela diri,Angin timur membawa damai\nMenyentuh dedaun di tepi titi,Jika ilmu dijadikan pakai\nTerselamat insan dari cela diri,a-b-a-b,9,11,10,12,4,5,4,5
456,Angin timur membawa dingin\nMenyapu pantai berpasir halus\nJika hati bebas dari ingin\nDamailah jiwa menempuh arus,Angin timur membawa dingin\nMenyapu pantai berpasir halus,Jika hati bebas dari ingin\nDamailah jiwa menempuh arus,a-b-a-b,9,10,10,10,4,4,5,4
457,Angin utara bertiup lembut\nMenyapa layar perahu lama\nJika bersabar hati terikut\nDamai datang dengan sendirinya,Angin utara bertiup lembut\nMenyapa layar perahu lama,Jika bersabar hati terikut\nDamai datang dengan sendirinya,a-b-a-b,10,10,10,10,4,4,4,4
458,angkasa berarak berubah kelabu\nsurya meluncur hingga hampir karam\nbila emosiku dan kamu beradu\ngerak ombak takkan pernah diam,angkasa berarak berubah kelabu\nsurya meluncur hingga hampir karam,bila emosiku dan kamu beradu\ngerak ombak takkan pernah diam,a-b-a-b,12,11,12,10,4,5,5,5
459,angkasa biru dihias awan\ncerahnya siang amat menawan\njaga pancasila sebagai pedoman\ntakkan terpisah dengan ancaman,angkasa biru dihias awan\ncerahnya siang amat menawan,jaga pancasila sebagai pedoman\ntakkan terpisah dengan ancaman,a-a-a-a,10,10,12,10,4,4,4,4
460,Angkat beban terasa ringan\nItu karena ada kekompakan\nJika harta ada di tangan\nSumbangkan pula untuk kebaikan,Angkat beban terasa ringan\nItu karena ada kekompakan,Jika harta ada di tangan\nSumbangkan pula untuk kebaikan,a-a-a-a,9,11,9,10,4,4,5,4
461,angkat sampah dari selokan\nbiar mengalir air ke sana\ndarimana pun asal kalian\nkita tetap satu keluarga,angkat sampah dari selokan\nbiar mengalir air ke sana,darimana pun asal kalian\nkita tetap satu keluarga,a-b-a-b,9,10,10,10,4,5,4,4
462,angota dpr pada gajebo\nniat bolos rapat gak pernah pamit\nlo pamer badan kayak rambo\nliat kecoa lu menjerit,angota dpr pada gajebo\nniat bolos rapat gak pernah pamit,lo pamer badan kayak rambo\nliat kecoa lu menjerit,a-b-a-b,9,11,9,9,4,6,5,4
463,angsa hidup di telaga\ngajah badannya sangat besar\nteman saya bernama karina\ndia baik dan sangat pintar,angsa hidup di telaga\ngajah badannya sangat besar,teman saya bernama karina\ndia baik dan sangat pintar,a-b-a-b,8,9,10,9,4,4,4,5
464,angsa putih pandai berenang\nwalau berenang tiada basah\ningatlah allah di waktu senang\nallah ingat kamu di waktu susah,angsa putih pandai berenang\nwalau berenang tiada basah,ingatlah allah di waktu senang\nallah ingat kamu di waktu susah,a-b-a-b,9,10,10,11,4,4,5,6
465,anjing bermain dengan tali\nkera duduk membaca koran\nbagaimana hati tak geli\nkepala botak suka sisiran,anjing bermain dengan tali\nkera duduk membaca koran,bagaimana hati tak geli\nkepala botak suka sisiran,a-b-a-b,9,9,9,10,4,4,4,4
466,Anjing bermain di rawa-rawa\nKera hutan sedang berpacaran\nBagaimana hati tak tertawa\nRambut botak sering sisiran,Anjing bermain di rawa-rawa\nKera hutan sedang berpacaran,Bagaimana hati tak tertawa\nRambut botak sering sisiran,a-b-a-b,10,10,10,9,4,4,4,4
467,antara kaya dan miskin\nsemua sama dihadapan ilahi\nmohon maaf lahir dan batin\nuntukmu kasih di ramadhan ini,antara kaya dan miskin\nsemua sama dihadapan ilahi,mohon maaf lahir dan batin\nuntukmu kasih di ramadhan ini,a-b-a-b,8,12,9,11,4,4,5,5
468,Antara menyanyi lesung menari\nBunga cengkih penyedap rasa\nAkhlak di cermin peribadi\nBerhemah tinggi apa untungnya,Antara menyanyi lesung menari\nBunga cengkih penyedap rasa,Akhlak di cermin peribadi\nBerhemah tinggi apa untungnya,a-b-a-b,11,9,9,10,4,4,4,4
469,antara padi dan selasih\nmana yang tuan luruhkan\nantara budi dan kasih\nmana yang tuan turutkan,antara padi dan selasih\nmana yang tuan luruhkan,antara budi dan kasih\nmana yang tuan turutkan,a-b-a-b,9,8,8,8,4,4,4,4
470,antik motor milik pak ogah\nmotor dibawa menuju sawah\nselasa menjadi hari yang cerah\nkala melihat senyummu yang indah,antik motor milik pak ogah\nmotor dibawa menuju sawah,selasa menjadi hari yang cerah\nkala melihat senyummu yang indah,a-a-a-a,9,10,11,11,5,4,5,5
