isi_input_model;sampiran_generated;semantic_bridge_score_llm_1_5;score_source;no;id_data_asli;jenis_pantun;pantun_asli_lengkap;sampiran_asli;model;setting;setting_label;gen_line_count;isi_line_count;r_score;a_score;clr;suku_baris_1;suku_baris_2;suku_baris_3;suku_baris_4;dev_total
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Naik perahu ke Surabaya
Memetik kuntum bunga melati";3;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;9;0
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Berlayar sampan mengelilingi dunia,
Ikan sepat dimasak di kuali";2;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Claude;zero_shot;Hasil Zero-shot;2;2;1;852344;0;13;11;10;9;1
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Pohon kelapa melambai di tepi desa
Anak kecil bermain riang sambil bernyanyi";3;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Claude;few_shot;Hasil Few-shot;2;2;1;674969;0;13;14;10;9;3
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Bunga mawar tumbuh di kebun
Bahagianya langit cerah";2;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;9;10;9;0
"Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Kayu jati teguh di hutan
Pepohonan rindang menghias taman";3;manual_pending;76;1671;Pantun sosial dan kerukunan;"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati
Hidup rukun penuh bahagia
Jika sabar di dalam hati";"Burung nuri terbang ke rawa
Hinggap sebentar di pohon jati";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;1000000;0;9;11;10;9;0
"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kedidi hinggap di dahan
Air mengalir menuju muara";4;manual_pending;77;1606;Pantun sosial dan kerukunan;"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;11;11;0
"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari hinggap di dahan
Petik kelapa di tepi lama";2;manual_pending;77;1606;Pantun sosial dan kerukunan;"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;11;11;0
"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Pagi hari pergi ke pekan
Membeli beras serta kurma";3;manual_pending;77;1606;Pantun sosial dan kerukunan;"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;11;11;0
"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Pergi memancing ke tepi lautan,
Singgah sebentar minum air nira";4;manual_pending;77;1606;Pantun sosial dan kerukunan;"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;11;11;0
"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Ke pasar pagi membeli ikan
Petani menanam padi bersama-sama";3;manual_pending;77;1606;Pantun sosial dan kerukunan;"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara";Claude;few_shot;Hasil Few-shot;2;2;1;852344;0;10;13;11;11;1
"Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Tanaman sawit berbuah melimpah
Setiap warga bahagia";1;manual_pending;77;1606;Pantun sosial dan kerukunan;"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara
Jika ingin hidup penuh kebaikan
Ringankan tangan membantu sesama";"Burung kenari terbang ke taman
Hinggap sejenak di dahan cemara";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;9;11;11;0
"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Pohon mengkudu tumbuh sendiri
Layar dibentang menuju alas";2;manual_pending;78;4854;Pantun sosial dan kerukunan;"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Pergi ke desa membawa padi
Padi ditumbuk jadi beras";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;11;0
"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Harum semerbak bunga melati
Pergi ke kebun membawa alas";3;manual_pending;78;4854;Pantun sosial dan kerukunan;"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Pergi ke desa membawa padi
Padi ditumbuk jadi beras";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;11;0
"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Bunga cempaka harum mewangi
Di meja tersaji teh hangat dalam gelas";3;manual_pending;78;4854;Pantun sosial dan kerukunan;"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Pergi ke desa membawa padi
Padi ditumbuk jadi beras";Claude;few_shot;Hasil Few-shot;2;2;1;852344;0;10;13;10;11;1
"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Sawah luas di ladang terlihat subur
Membawa harum dalam diri";1;manual_pending;78;4854;Pantun sosial dan kerukunan;"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Pergi ke desa membawa padi
Padi ditumbuk jadi beras";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;12;9;10;11;0
"Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Laut tenang memberi pelajaran
Nikmatnya angin malam di pantai";1;manual_pending;78;4854;Pantun sosial dan kerukunan;"Pergi ke desa membawa padi
Padi ditumbuk jadi beras
Jika ingin hidup penuh budi
Hormati sesama tanpa membalas";"Pergi ke desa membawa padi
Padi ditumbuk jadi beras";DeepSeek-R1;few_shot;Hasil Few-shot;2;2;0;1000000;0;11;10;10;11;0
"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Mentari pagi sinariian
Bunga melati semerbak wangi";2;manual_pending;79;1697;Pantun sosial dan kerukunan;"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Burung pipit hinggap di dahan
Bersiul riang di pagi hari";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;12;9;0
"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Menangkap ikan di tepian,
Duduk berteduh di pohon jati.";3;manual_pending;79;1697;Pantun sosial dan kerukunan;"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Burung pipit hinggap di dahan
Bersiul riang di pagi hari";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;12;9;0
"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Berlayar sampan di tengah lautan
Pohon bambu di tepi kali";2;manual_pending;79;1697;Pantun sosial dan kerukunan;"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Burung pipit hinggap di dahan
Bersiul riang di pagi hari";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;12;9;0
"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Burung merpati terbang ke awan
Hinggap di dahan sambil bernyanyi";3;manual_pending;79;1697;Pantun sosial dan kerukunan;"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Burung pipit hinggap di dahan
Bersiul riang di pagi hari";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;12;9;0
"Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Langit cerah dan hujan yang cukup
Kehidupan pun terasa damai";1;manual_pending;79;1697;Pantun sosial dan kerukunan;"Burung pipit hinggap di dahan
Bersiul riang di pagi hari
Jika ingin hidup penuh kedamaian
Jagalah lisan serta hati";"Burung pipit hinggap di dahan
Bersiul riang di pagi hari";Llama 3.1: 8B;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;10;12;9;0
"Jika hidup mahu bersatu
Jaga rukun sesama bangsa";"Burung merpati terbang tentu
Pohon nangka tumbuh perkasa";3;manual_pending;80;2181;Pantun sosial dan kerukunan;"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa";"Gendang dipalu bertalu-talu
Tari zapin di balai desa";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;9;9;0
"Jika hidup mahu bersatu
Jaga rukun sesama bangsa";"Pergi ke sawah membawa batu,
Singgah sejenak di rumah tua";2;manual_pending;80;2181;Pantun sosial dan kerukunan;"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa";"Gendang dipalu bertalu-talu
Tari zapin di balai desa";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;9;0
"Jika hidup mahu bersatu
Jaga rukun sesama bangsa";"Pergi ke hulu mencari kayu
Singgah sejenak di sebuah desa";4;manual_pending;80;2181;Pantun sosial dan kerukunan;"Gendang dipalu bertalu-talu
Tari zapin di balai desa
Jika hidup mahu bersatu
Jaga rukun sesama bangsa";"Gendang dipalu bertalu-talu
Tari zapin di balai desa";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;9;9;0
"baru seminggu kita berpisah
rindu di hati telah membara";"Burung berkicau di celah basah
Mawar mekar berwarna bara";2;manual_pending;81;950;Pantun perpisahan dan perantauan;"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara";"berburu belut ke tepi sawah
segera pulang hari pun senja";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;10;10;0
"baru seminggu kita berpisah
rindu di hati telah membara";"Burung berkicau menjelang kisah
Mawar mekar berwarna bara";2;manual_pending;81;950;Pantun perpisahan dan perantauan;"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara";"berburu belut ke tepi sawah
segera pulang hari pun senja";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;10;10;0
"baru seminggu kita berpisah
rindu di hati telah membara";"Hujan turun bumi pun basah,
Angin berhembus dari samudra.";4;manual_pending;81;950;Pantun perpisahan dan perantauan;"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara";"berburu belut ke tepi sawah
segera pulang hari pun senja";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;10;10;0
"baru seminggu kita berpisah
rindu di hati telah membara";"Memetik buah di tepi celah
Laju perahu menuju muara";2;manual_pending;81;950;Pantun perpisahan dan perantauan;"berburu belut ke tepi sawah
segera pulang hari pun senja
baru seminggu kita berpisah
rindu di hati telah membara";"berburu belut ke tepi sawah
segera pulang hari pun senja";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;11;10;10;0
"berat sekali menjadi perantau
rindu hati kepada keluarga";"Perahu kecil menuju rantau
Bunga melati harum merekah";1;manual_pending;82;3981;Pantun perpisahan dan perantauan;"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga";"melihat nelayan memakai ranjau
pulang pulang ke telaga";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;10;10;11;11;0
"berat sekali menjadi perantau
rindu hati kepada keluarga";"Perahu melaju menuju pulau
Air mengalir ke muara";3;manual_pending;82;3981;Pantun perpisahan dan perantauan;"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga";"melihat nelayan memakai ranjau
pulang pulang ke telaga";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;11;11;0
"berat sekali menjadi perantau
rindu hati kepada keluarga";"Pohon beringin di tengah pulau,
Tempat berteduh si anak rusa.";4;manual_pending;82;3981;Pantun perpisahan dan perantauan;"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga";"melihat nelayan memakai ranjau
pulang pulang ke telaga";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;11;11;0
"berat sekali menjadi perantau
rindu hati kepada keluarga";"Pohon mangga berbuah hijau
Singgah sebentar di rumah warga";3;manual_pending;82;3981;Pantun perpisahan dan perantauan;"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga";"melihat nelayan memakai ranjau
pulang pulang ke telaga";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;11;11;0
"berat sekali menjadi perantau
rindu hati kepada keluarga";"Pohon kelapa tumbuh di pulau,
Ikan dijaring dengan jala";3;manual_pending;82;3981;Pantun perpisahan dan perantauan;"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga";"melihat nelayan memakai ranjau
pulang pulang ke telaga";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;11;11;0
"berat sekali menjadi perantau
rindu hati kepada keluarga";"Ombak berderau di tepi pulau
Anak dan ibu duduk bersama";1;manual_pending;82;3981;Pantun perpisahan dan perantauan;"melihat nelayan memakai ranjau
pulang pulang ke telaga
berat sekali menjadi perantau
rindu hati kepada keluarga";"melihat nelayan memakai ranjau
pulang pulang ke telaga";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;11;11;0
"jika nanti kita berpisah
jangan pernah lupakan aku";"Pohon kelapa tumbuh megah
Burung tekukur hinggap di suku";2;manual_pending;83;1397;Pantun perpisahan dan perantauan;"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku";"bunga melati di tepi sawah
cantik elok di dekat batu";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;10;9;9;0
"jika nanti kita berpisah
jangan pernah lupakan aku";"Angin kencang daun pun basah,
Ambil kain penutup bangku.";3;manual_pending;83;1397;Pantun perpisahan dan perantauan;"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku";"bunga melati di tepi sawah
cantik elok di dekat batu";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;9;9;9;0
"jika nanti kita berpisah
jangan pernah lupakan aku";"Memetik buah di balik celah
Burung kutilang terbang ke batu";2;manual_pending;83;1397;Pantun perpisahan dan perantauan;"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku";"bunga melati di tepi sawah
cantik elok di dekat batu";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;9;0
"jika nanti kita berpisah
jangan pernah lupakan aku";"Pergi ke kebun memetik buah,
Singgah sebentar melepas rindu";1;manual_pending;83;1397;Pantun perpisahan dan perantauan;"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku";"bunga melati di tepi sawah
cantik elok di dekat batu";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;9;9;0
"jika nanti kita berpisah
jangan pernah lupakan aku";"Pergi memancing ke tepi sawah
Singgah sebentar di rumah batu";3;manual_pending;83;1397;Pantun perpisahan dan perantauan;"bunga melati di tepi sawah
cantik elok di dekat batu
jika nanti kita berpisah
jangan pernah lupakan aku";"bunga melati di tepi sawah
cantik elok di dekat batu";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;9;9;0
"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"Burung merantau terbang seorang
Bunga kenanga harum semerbak";1;manual_pending;84;4791;Pantun perpisahan dan perantauan;"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan";Chat-GPT;few_shot;Hasil Few-shot;2;2;0;1000000;0;10;10;10;12;0
"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"Burung elang hinggap di karang,
Mencari makan di tepi dahan.";2;manual_pending;84;4791;Pantun perpisahan dan perantauan;"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;10;12;0
"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"Terbang tinggi si burung elang
Pagi hari pergi ke pekan";3;manual_pending;84;4791;Pantun perpisahan dan perantauan;"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;9;9;10;12;0
"semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"Pergi merantau ke negeri seberang
Pulang kampung membawa sejuta harapan";1;manual_pending;84;4791;Pantun perpisahan dan perantauan;"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan
semakin jauh ke rantau orang
hanya keluarga yang aku rindukan";"pergi berlayar ke pulau seberang
sambilkan dengan memancing ikan";Claude;few_shot;Hasil Few-shot;2;2;1;852344;0;12;13;10;12;1
"berpisah jauh bercerai badan
sahabat handai tetap kuingat";"Burung merpati terbang seberang
Daun pandan harum diingat";1;manual_pending;85;6374;Pantun perpisahan dan perantauan;"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat";"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat";Chat-GPT;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;10;9;10;10;0
"berpisah jauh bercerai badan
sahabat handai tetap kuingat";"Perahu layar berlayar perlahan
Buah mengkudu gugur lebat";4;manual_pending;85;6374;Pantun perpisahan dan perantauan;"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat";"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat";Chat-GPT;few_shot;Hasil Few-shot;2;2;1;1000000;0;11;9;10;10;0
"berpisah jauh bercerai badan
sahabat handai tetap kuingat";"Hendak berlayar ke Pulau Medan,
Membawa bekal pakaian hangat.";2;manual_pending;85;6374;Pantun perpisahan dan perantauan;"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat";"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"berpisah jauh bercerai badan
sahabat handai tetap kuingat";"Berlayar sampan di tengah lautan
Menangkap ikan memakai pukat";3;manual_pending;85;6374;Pantun perpisahan dan perantauan;"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat";"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"berpisah jauh bercerai badan
sahabat handai tetap kuingat";"Anak ayam turun ke halaman,
Pergi ke pekan membeli obat";3;manual_pending;85;6374;Pantun perpisahan dan perantauan;"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat";"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;10;10;10;0
"berpisah jauh bercerai badan
sahabat handai tetap kuingat";"Pohon beringin rimbun di jalan
Pergi ke kebun membawa sebuah alat";3;manual_pending;85;6374;Pantun perpisahan dan perantauan;"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat
berpisah jauh bercerai badan
sahabat handai tetap kuingat";"tanjung sauh di pulau bintan
tempat berlabuh orang penyengat";Claude;few_shot;Hasil Few-shot;2;2;1;852344;0;10;13;10;10;1
"temanku ini memang cantik
sayang dia giginya ompong";"Burung pipit mematuk itik,
Hinggap sebentar di atas tempurung.";2;manual_pending;86;1326;Pantun jenaka;"bunga di taman jangan dipetik
tempat bergantung si kepompong
temanku ini memang cantik
sayang dia giginya ompong";"bunga di taman jangan dipetik
tempat bergantung si kepompong";Gemini;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;9;11;9;9;0
"temanku ini memang cantik
sayang dia giginya ompong";"Beli baju warnanya menarik,
Pergi ke pasar naik andong";3;manual_pending;86;1326;Pantun jenaka;"bunga di taman jangan dipetik
tempat bergantung si kepompong
temanku ini memang cantik
sayang dia giginya ompong";"bunga di taman jangan dipetik
tempat bergantung si kepompong";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;9;9;0
"nenek murung jadi tertawa
melihat kakek main kelereng";"Kain tenun indah berwibawa,
Burung terbang di atas genteng.";3;manual_pending;87;1718;Pantun jenaka;"burung pipit turun ke rawa
kakinya gerah kena belerang
nenek murung jadi tertawa
melihat kakek main kelerang";"burung pipit turun ke rawa
kakinya gerah kena belerang";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;9;10;0
"nenek murung jadi tertawa
melihat kakek main kelereng";"Pergi ke hutan mencari rusa,
Singgah sebentar hari pun petang";2;manual_pending;87;1718;Pantun jenaka;"burung pipit turun ke rawa
kakinya gerah kena belerang
nenek murung jadi tertawa
melihat kakek main kelerang";"burung pipit turun ke rawa
kakinya gerah kena belerang";Claude;zero_shot;Hasil Zero-shot;2;2;0;1000000;0;10;10;9;10;0
"nenek murung jadi tertawa
melihat kakek main kelereng";"Pak tua duduk santai di beranda
Anak-anak berlarian riang di ladang";2;manual_pending;87;1718;Pantun jenaka;"burung pipit turun ke rawa
kakinya gerah kena belerang
nenek murung jadi tertawa
melihat kakek main kelerang";"burung pipit turun ke rawa
kakinya gerah kena belerang";Claude;few_shot;Hasil Few-shot;2;2;0;852344;0;11;13;9;10;1
"ketika ditanya semuanya diam
karena kentut tak berbunyi";"Buah mangga jatuh di kolam,
Mengalir air di tempat sunyi.";3;manual_pending;88;5682;Pantun jenaka;"pulang memancing badan kusam
mendapat ikan anak tenggiri
ketika ditanya semuanya diam
karena kentut tak berbunyi";"pulang memancing badan kusam
mendapat ikan anak tenggiri";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;12;9;0
"ketika ditanya semuanya diam
karena kentut tak berbunyi";"Pergi ke sawah sudah malam,
Ikan gurame di dalam kali";3;manual_pending;88;5682;Pantun jenaka;"pulang memancing badan kusam
mendapat ikan anak tenggiri
ketika ditanya semuanya diam
karena kentut tak berbunyi";"pulang memancing badan kusam
mendapat ikan anak tenggiri";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;9;10;12;9;0
"ketika ditanya semuanya diam
karena kentut tak berbunyi";"Bebek berenang riang di kolam
Angin berhembus sepoi sekali";3;manual_pending;88;5682;Pantun jenaka;"pulang memancing badan kusam
mendapat ikan anak tenggiri
ketika ditanya semuanya diam
karena kentut tak berbunyi";"pulang memancing badan kusam
mendapat ikan anak tenggiri";Claude;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;12;9;0
"terbahakbahak itik tertawa
melihat monyet memakai sarung";"Bunga melati mekar di Jawa,
Terbang hinggap di atas gunung.";2;manual_pending;89;4028;Pantun jenaka;"memetik bunga di tepi rawa
sambil mendengar kicauan burung
terbahakbahak itik tertawa
melihat monyet memakai sarung";"memetik bunga di tepi rawa
sambil mendengar kicauan burung";Gemini;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;9;10;10;0
"terbahakbahak itik tertawa
melihat monyet memakai sarung";"Naik perahu menuju Jawa
Beli beras di pasar burung";3;manual_pending;89;4028;Pantun jenaka;"memetik bunga di tepi rawa
sambil mendengar kicauan burung
terbahakbahak itik tertawa
melihat monyet memakai sarung";"memetik bunga di tepi rawa
sambil mendengar kicauan burung";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;9;10;10;0
"terbahakbahak itik tertawa
melihat monyet memakai sarung";"Kupu-kupu terbang riang di taman kota
Nenek tua berjalan membawa sebuah karung";3;manual_pending;89;4028;Pantun jenaka;"memetik bunga di tepi rawa
sambil mendengar kicauan burung
terbahakbahak itik tertawa
melihat monyet memakai sarung";"memetik bunga di tepi rawa
sambil mendengar kicauan burung";Claude;few_shot;Hasil Few-shot;2;2;1;623298;0;13;15;10;10;4
"adik menangis sambil tertawa
melihat kambing pakai sepatu";"Berlayar sampan ke pulau Jawa
Burung merpati hinggap di batu";3;manual_pending;90;55;Pantun jenaka;"ada pohon di tepi rawa
daunnya kering dimakan kutu
adik menangis sambil tertawa
melihat kambing pakai sepatu";"ada pohon di tepi rawa
daunnya kering dimakan kutu";Gemini;few_shot;Hasil Few-shot;2;2;1;1000000;0;10;10;10;10;0
"adik menangis sambil tertawa
melihat kambing pakai sepatu";"Anak kucing bermain di rawa,
Membeli baju warna abu-abu";3;manual_pending;90;55;Pantun jenaka;"ada pohon di tepi rawa
daunnya kering dimakan kutu
adik menangis sambil tertawa
melihat kambing pakai sepatu";"ada pohon di tepi rawa
daunnya kering dimakan kutu";Claude;zero_shot;Hasil Zero-shot;2;2;1;1000000;0;10;11;10;10;0
"adik menangis sambil tertawa
melihat kambing pakai sepatu";"Bunga teratai mekar di rawa
Anak kecil bermain riang di atas batu";3;manual_pending;90;55;Pantun jenaka;"ada pohon di tepi rawa
daunnya kering dimakan kutu
adik menangis sambil tertawa
melihat kambing pakai sepatu";"ada pohon di tepi rawa
daunnya kering dimakan kutu";Claude;few_shot;Hasil Few-shot;2;2;1;748293;0;10;14;10;10;2
